Effluent weight (g),Set1-F11-T5,Set1-F12-T6,Set1-F13-T7,Set2-F21-T1,Set2-F22-T2,Set2-F23-T13,Set3-F31-T18,Set3-F32-T19,Set3-F33-T20,Set?-F4-T17
1128.0000,8863,8805,8665,7712,8117,8365,NaN,NaN,NaN,NaN
1129.0000,8863,8805,8665,7713,8118,8365,NaN,NaN,NaN,NaN
1130.0000,8865,8805,8663,7715,8120,8365,NaN,NaN,NaN,NaN
1131.0000,8865,8805,8720,7717,8122,8367,NaN,NaN,NaN,NaN
1132.0000,8868,8805,8720,7718,8123,8370,NaN,NaN,NaN,NaN
1133.0000,8868,8805,8720,7720,8127,8370,NaN,NaN,NaN,NaN
1134.0000,8868,8805,8725,7722,8128,8370,NaN,NaN,NaN,NaN
1135.0000,8868,8805,8725,7725,8128,8373,NaN,NaN,NaN,NaN
1136.0000,8870,8805,8725,7725,8132,8373,NaN,NaN,NaN,NaN
1137.0000,8873,8805,8725,7727,8133,8373,NaN,NaN,NaN,NaN
1138.0000,8873,8805,8725,7730,8135,8378,NaN,NaN,NaN,NaN
1139.0000,8873,8805,8725,7730,8138,8378,NaN,NaN,NaN,NaN
1140.0000,8873,8805,8725,7733,8138,8378,NaN,NaN,NaN,NaN
1141.0000,8873,8803,8730,7735,8142,8380,NaN,NaN,NaN,NaN
1142.0000,8875,8790,8730,7735,8143,8382,NaN,NaN,NaN,NaN
1143.0000,8878,8790,8730,7738,8143,8383,NaN,NaN,NaN,NaN
1144.0000,8878,8790,8730,7740,8147,8383,NaN,NaN,NaN,NaN
1145.0000,8878,8790,8730,7740,8148,8385,NaN,NaN,NaN,NaN
1146.0000,8878,8790,8730,7743,8148,8387,NaN,NaN,NaN,NaN
1147.0000,8880,8790,8730,7745,8152,8387,NaN,NaN,NaN,NaN
1148.0000,8880,8790,8735,7747,8153,8390,NaN,NaN,NaN,NaN
1149.0000,8880,8790,8735,7748,8155,8390,NaN,NaN,NaN,NaN
1150.0000,8880,8790,8735,7750,8157,8392,NaN,NaN,NaN,NaN
1151.0000,8883,8790,8735,7752,8158,8392,NaN,NaN,NaN,NaN
1152.0000,8883,8785,8735,7753,8162,8393,NaN,NaN,NaN,NaN
1153.0000,8885,NaN,8735,7757,8163,8393,NaN,NaN,NaN,NaN
1154.0000,8885,NaN,8735,7757,8165,8397,NaN,NaN,NaN,NaN
1155.0000,8885,NaN,8740,7758,8167,8398,NaN,NaN,NaN,NaN
1156.0000,8885,NaN,8740,7762,8168,8398,NaN,NaN,NaN,NaN
1157.0000,8885,NaN,8740,7762,8170,8398,NaN,NaN,NaN,NaN
1158.0000,8888,NaN,8740,7763,8172,8402,NaN,NaN,NaN,NaN
1159.0000,8890,NaN,8740,7767,8175,8403,NaN,NaN,NaN,NaN
1160.0000,8890,NaN,8740,7767,8175,8403,NaN,NaN,NaN,NaN
1161.0000,8890,NaN,8740,7770,8177,8405,NaN,NaN,NaN,NaN
1162.0000,8890,NaN,8740,7772,8180,8407,NaN,NaN,NaN,NaN
1163.0000,8890,NaN,8745,7772,8180,8407,NaN,NaN,NaN,NaN
1164.0000,8893,NaN,8745,7775,8183,8408,NaN,NaN,NaN,NaN
1165.0000,8893,NaN,8745,7777,8185,8410,NaN,NaN,NaN,NaN
1166.0000,8893,NaN,8745,7777,8185,8412,NaN,NaN,NaN,NaN
1167.0000,8893,NaN,8745,7780,8190,8412,NaN,NaN,NaN,NaN
1168.0000,8893,NaN,8745,7780,8190,8412,NaN,NaN,NaN,NaN
1169.0000,8895,NaN,8745,7783,8192,8413,NaN,NaN,NaN,NaN
1170.0000,8895,NaN,8745,7783,8193,8417,NaN,NaN,NaN,NaN
1171.0000,8895,NaN,8750,7785,8195,8417,NaN,NaN,NaN,NaN
1172.0000,8895,NaN,8750,7788,8197,8418,NaN,NaN,NaN,NaN
1173.0000,8895,NaN,8750,7788,8200,8418,NaN,NaN,NaN,NaN
1174.0000,8895,NaN,8750,7790,8200,8420,NaN,NaN,NaN,NaN
1175.0000,8898,NaN,8750,7793,8202,8423,NaN,NaN,NaN,NaN
1176.0000,8898,NaN,8750,7793,8205,8423,NaN,NaN,NaN,NaN
1177.0000,8898,NaN,8750,7797,8207,8423,NaN,NaN,NaN,NaN
1178.0000,8898,NaN,8750,7797,8208,8425,NaN,NaN,NaN,NaN
1179.0000,8898,NaN,8755,7798,8210,8427,NaN,NaN,NaN,NaN
1180.0000,8898,NaN,8755,7802,8212,8427,NaN,NaN,NaN,NaN
1181.0000,8900,NaN,8755,7802,8213,8428,NaN,NaN,NaN,NaN
1182.0000,8900,NaN,8755,7803,8213,8430,NaN,NaN,NaN,NaN
1183.0000,8900,NaN,8755,7807,8217,8432,NaN,NaN,NaN,NaN
1184.0000,8900,NaN,8755,7807,8217,8432,NaN,NaN,NaN,NaN
1185.0000,8900,NaN,8755,7810,8222,8432,NaN,NaN,NaN,NaN
1186.0000,8900,NaN,8755,7810,8222,8433,NaN,NaN,NaN,NaN
1187.0000,8903,NaN,8755,7812,8223,8437,NaN,NaN,NaN,NaN
1188.0000,8903,NaN,8755,7815,8225,8437,NaN,NaN,NaN,NaN
1189.0000,8903,NaN,8755,7815,8227,8437,NaN,NaN,NaN,NaN
1190.0000,8903,NaN,8760,7817,8228,8438,NaN,NaN,NaN,NaN
1191.0000,8903,NaN,8760,7818,8230,8440,NaN,NaN,NaN,NaN
1192.0000,8903,NaN,8760,7820,8232,8440,NaN,NaN,NaN,NaN
1193.0000,8905,NaN,8760,7822,8233,8440,NaN,NaN,NaN,NaN
1194.0000,8905,NaN,8760,7823,8237,8443,NaN,NaN,NaN,NaN
1195.0000,8905,NaN,8760,7825,8237,8445,NaN,NaN,NaN,NaN
1196.0000,8905,NaN,8760,7827,8240,8445,NaN,NaN,NaN,NaN
1197.0000,8905,NaN,8760,7828,8240,8447,NaN,NaN,NaN,NaN
1198.0000,8905,NaN,8760,7830,8242,8447,NaN,NaN,NaN,NaN
1199.0000,8905,NaN,8760,7832,8243,8448,NaN,NaN,NaN,NaN
1200.0000,8908,NaN,8760,7833,8247,8450,NaN,NaN,NaN,NaN
1201.0000,8908,NaN,8760,7833,8247,8452,NaN,NaN,NaN,NaN
1202.0000,8908,NaN,8760,7837,8248,8452,NaN,NaN,NaN,NaN
1203.0000,8908,NaN,8760,7838,8250,8452,NaN,NaN,NaN,NaN
1204.0000,8908,NaN,8760,7838,8252,8453,NaN,NaN,NaN,NaN
1205.0000,8908,NaN,8760,7842,8253,8455,NaN,NaN,NaN,NaN
1206.0000,8908,NaN,8760,7843,8255,8457,NaN,NaN,NaN,NaN
1207.0000,8910,NaN,8760,7843,8258,8457,NaN,NaN,NaN,NaN
1208.0000,8910,NaN,8760,7845,8258,8460,NaN,NaN,NaN,NaN
1209.0000,8910,NaN,8760,7847,8260,8460,NaN,NaN,NaN,NaN
1210.0000,8910,NaN,8760,7848,8263,8460,NaN,NaN,NaN,NaN
1211.0000,8910,NaN,8760,7850,8263,8460,NaN,NaN,NaN,NaN
1212.0000,8910,NaN,8760,7852,8265,8463,NaN,NaN,NaN,NaN
1213.0000,8910,NaN,8760,7853,8268,8465,NaN,NaN,NaN,NaN
1214.0000,8913,NaN,8760,7855,8268,8465,NaN,NaN,NaN,NaN
1215.0000,8913,NaN,8760,7855,8270,8465,NaN,NaN,NaN,NaN
1216.0000,8913,NaN,8760,7858,8273,8467,NaN,NaN,NaN,NaN
1217.0000,8913,NaN,8760,7860,8273,8468,NaN,NaN,NaN,NaN
1218.0000,8913,NaN,8760,7860,8275,8468,NaN,NaN,NaN,NaN
1219.0000,8913,NaN,8760,7862,8277,8468,NaN,NaN,NaN,NaN
1220.0000,8913,NaN,8760,7865,8278,8472,NaN,NaN,NaN,NaN
1221.0000,8915,NaN,8760,7865,8280,8473,NaN,NaN,NaN,NaN
1222.0000,8915,NaN,8760,7865,8282,8473,NaN,NaN,NaN,NaN
1223.0000,8915,NaN,8760,7870,8283,8475,NaN,NaN,NaN,NaN
1224.0000,8915,NaN,8760,7870,8285,8475,NaN,NaN,NaN,NaN
1225.0000,8915,NaN,8760,7872,8287,8475,NaN,NaN,NaN,NaN
1226.0000,8915,NaN,8760,7872,8288,8477,NaN,NaN,NaN,NaN
1227.0000,8915,NaN,8760,7875,8290,8480,NaN,NaN,NaN,NaN
1228.0000,8918,NaN,8760,7875,8292,8480,NaN,NaN,NaN,NaN
1229.0000,8918,NaN,8760,7877,8293,8480,NaN,NaN,NaN,NaN
1230.0000,8918,NaN,8760,7880,8295,8480,NaN,NaN,NaN,NaN
1231.0000,8918,NaN,8760,7882,8297,8483,NaN,NaN,NaN,NaN
1232.0000,8915,NaN,8760,7882,8297,8483,NaN,NaN,NaN,NaN
1233.0000,NaN,NaN,8760,7882,8300,8485,NaN,NaN,NaN,NaN
1234.0000,NaN,NaN,8760,7887,8300,8485,NaN,NaN,NaN,NaN
1235.0000,NaN,NaN,8760,7887,8302,8487,NaN,NaN,NaN,NaN
1236.0000,NaN,NaN,8760,7887,8305,8488,NaN,NaN,NaN,NaN
1237.0000,NaN,NaN,8760,7888,8305,8488,NaN,NaN,NaN,NaN
1238.0000,NaN,NaN,8760,7892,8307,8488,NaN,NaN,NaN,NaN
1239.0000,NaN,NaN,8760,7892,8310,8490,NaN,NaN,NaN,NaN
1240.0000,NaN,NaN,8760,7892,8310,8492,NaN,NaN,NaN,NaN
1241.0000,NaN,NaN,8760,7897,8312,8493,NaN,NaN,NaN,NaN
1242.0000,NaN,NaN,8760,7897,8315,8493,NaN,NaN,NaN,NaN
1243.0000,NaN,NaN,8760,7898,8315,8495,NaN,NaN,NaN,NaN
1244.0000,NaN,NaN,8760,7898,8315,8495,NaN,NaN,NaN,NaN
1245.0000,NaN,NaN,8760,7902,8318,8497,NaN,NaN,NaN,NaN
1246.0000,NaN,NaN,8760,7902,8320,8497,NaN,NaN,NaN,NaN
1247.0000,NaN,NaN,8760,7903,8322,8498,NaN,NaN,NaN,NaN
1248.0000,NaN,NaN,8760,7903,8323,8500,NaN,NaN,NaN,NaN
1249.0000,NaN,NaN,8760,7907,8325,8500,NaN,NaN,NaN,NaN
1250.0000,NaN,NaN,8760,7908,8327,8502,NaN,NaN,NaN,NaN
1251.0000,NaN,NaN,8760,7908,8328,8503,NaN,NaN,NaN,NaN
1252.0000,NaN,NaN,8760,7910,8330,8503,NaN,NaN,NaN,NaN
1253.0000,NaN,NaN,8760,7913,8332,8503,NaN,NaN,NaN,NaN
1254.0000,NaN,NaN,8760,7913,8333,8503,NaN,NaN,NaN,NaN
1255.0000,NaN,NaN,8760,7913,8333,8508,NaN,NaN,NaN,NaN
1256.0000,NaN,NaN,8760,7918,8337,8508,NaN,NaN,NaN,NaN
1257.0000,NaN,NaN,8760,7918,8337,8508,NaN,NaN,NaN,NaN
1258.0000,NaN,NaN,8755,7918,8338,8508,NaN,NaN,NaN,NaN
1259.0000,NaN,NaN,NaN,7922,8342,8510,NaN,NaN,NaN,NaN
1260.0000,NaN,NaN,NaN,7923,8342,8512,NaN,NaN,NaN,NaN
1261.0000,NaN,NaN,NaN,7923,8342,8512,NaN,NaN,NaN,NaN
1262.0000,NaN,NaN,NaN,7925,8345,8512,NaN,NaN,NaN,NaN
1263.0000,NaN,NaN,NaN,7927,8347,8515,NaN,NaN,NaN,NaN
1264.0000,NaN,NaN,NaN,7928,8347,8515,NaN,NaN,NaN,NaN
1265.0000,NaN,NaN,NaN,7930,8350,8517,NaN,NaN,NaN,NaN
1266.0000,NaN,NaN,NaN,7930,8352,8517,NaN,NaN,NaN,NaN
1267.0000,NaN,NaN,NaN,7932,8352,8518,NaN,NaN,NaN,NaN
1268.0000,NaN,NaN,NaN,7935,8355,8518,NaN,NaN,NaN,NaN
1269.0000,NaN,NaN,NaN,7935,8355,8518,NaN,NaN,NaN,NaN
1270.0000,NaN,NaN,NaN,7935,8357,8522,NaN,NaN,NaN,NaN
1271.0000,NaN,NaN,NaN,7937,8357,8522,NaN,NaN,NaN,NaN
1272.0000,NaN,NaN,NaN,7940,8360,8523,NaN,NaN,NaN,NaN
1273.0000,NaN,NaN,NaN,7940,8362,8523,NaN,NaN,NaN,NaN
1274.0000,NaN,NaN,NaN,7940,8362,8523,NaN,NaN,NaN,NaN
1275.0000,NaN,NaN,NaN,7943,8363,8525,NaN,NaN,NaN,NaN
1276.0000,NaN,NaN,NaN,7945,8365,8527,NaN,NaN,NaN,NaN
1277.0000,NaN,NaN,NaN,7945,8367,8527,NaN,NaN,NaN,NaN
1278.0000,NaN,NaN,NaN,7947,8368,8527,NaN,NaN,NaN,NaN
1279.0000,NaN,NaN,NaN,7948,8370,8528,NaN,NaN,NaN,NaN
1280.0000,NaN,NaN,NaN,7950,8372,8530,NaN,NaN,NaN,NaN
1281.0000,NaN,NaN,NaN,7950,8373,8532,NaN,NaN,NaN,NaN
1282.0000,NaN,NaN,NaN,7953,8373,8532,NaN,NaN,NaN,NaN
1283.0000,NaN,NaN,NaN,7953,8375,8532,NaN,NaN,NaN,NaN
1284.0000,NaN,NaN,NaN,7957,8378,8533,NaN,NaN,NaN,NaN
1285.0000,NaN,NaN,NaN,7957,8378,8533,NaN,NaN,NaN,NaN
1286.0000,NaN,NaN,NaN,7957,8380,8535,NaN,NaN,NaN,NaN
1287.0000,NaN,NaN,NaN,7958,8382,8535,NaN,NaN,NaN,NaN
1288.0000,NaN,NaN,NaN,7962,8383,8537,NaN,NaN,NaN,NaN
1289.0000,NaN,NaN,NaN,7962,8383,8538,NaN,NaN,NaN,NaN
1290.0000,NaN,NaN,NaN,7963,8387,8538,NaN,NaN,NaN,NaN
1291.0000,NaN,NaN,NaN,7965,8388,8540,NaN,NaN,NaN,NaN
1292.0000,NaN,NaN,NaN,7967,8388,8540,NaN,NaN,NaN,NaN
1293.0000,NaN,NaN,NaN,7967,8392,8542,NaN,NaN,NaN,NaN
1294.0000,NaN,NaN,NaN,7970,8392,8542,NaN,NaN,NaN,NaN
1295.0000,NaN,NaN,NaN,7970,8393,8542,NaN,NaN,NaN,NaN
1296.0000,NaN,NaN,NaN,7972,8395,8542,NaN,NaN,NaN,NaN
1297.0000,NaN,NaN,NaN,7972,8397,8545,NaN,NaN,NaN,NaN
1298.0000,NaN,NaN,NaN,7973,8397,8547,NaN,NaN,NaN,NaN
1299.0000,NaN,NaN,NaN,7975,8400,8547,NaN,NaN,NaN,NaN
1300.0000,NaN,NaN,NaN,7977,8400,8547,NaN,NaN,NaN,NaN
1301.0000,NaN,NaN,NaN,7978,8402,8547,NaN,NaN,NaN,NaN
1302.0000,NaN,NaN,NaN,7980,8403,8548,NaN,NaN,NaN,NaN
1303.0000,NaN,NaN,NaN,7980,8405,8550,NaN,NaN,NaN,NaN
1304.0000,NaN,NaN,NaN,7980,8405,8550,NaN,NaN,NaN,NaN
1305.0000,NaN,NaN,NaN,7983,8407,8550,NaN,NaN,NaN,NaN
1306.0000,NaN,NaN,NaN,7983,8410,8553,NaN,NaN,NaN,NaN
1307.0000,NaN,NaN,NaN,7985,8410,8553,NaN,NaN,NaN,NaN
1308.0000,NaN,NaN,NaN,7987,8412,8555,NaN,NaN,NaN,NaN
1309.0000,NaN,NaN,NaN,7988,8415,8555,NaN,NaN,NaN,NaN
1310.0000,NaN,NaN,NaN,7988,8415,8555,NaN,NaN,NaN,NaN
1311.0000,NaN,NaN,NaN,7990,8415,8557,NaN,NaN,NaN,NaN
1312.0000,NaN,NaN,NaN,7992,8418,8557,NaN,NaN,NaN,NaN
1313.0000,NaN,NaN,NaN,7993,8418,8557,NaN,NaN,NaN,NaN
1314.0000,NaN,NaN,NaN,7993,8420,8558,NaN,NaN,NaN,NaN
1315.0000,NaN,NaN,NaN,7997,8420,8558,NaN,NaN,NaN,NaN
1316.0000,NaN,NaN,NaN,7997,8423,8560,NaN,NaN,NaN,NaN
1317.0000,NaN,NaN,NaN,7997,8423,8562,NaN,NaN,NaN,NaN
1318.0000,NaN,NaN,NaN,7998,8425,8562,NaN,NaN,NaN,NaN
1319.0000,NaN,NaN,NaN,8002,8428,8562,NaN,NaN,NaN,NaN
1320.0000,NaN,NaN,NaN,8002,8428,8563,NaN,NaN,NaN,NaN
1321.0000,NaN,NaN,NaN,8002,8430,8565,NaN,NaN,NaN,NaN
1322.0000,NaN,NaN,NaN,8005,8432,8565,NaN,NaN,NaN,NaN
1323.0000,NaN,NaN,NaN,8007,8432,8565,NaN,NaN,NaN,NaN
1324.0000,NaN,NaN,NaN,8007,8433,8565,NaN,NaN,NaN,NaN
1325.0000,NaN,NaN,NaN,8007,8435,8567,NaN,NaN,NaN,NaN
1326.0000,NaN,NaN,NaN,8008,8437,8568,NaN,NaN,NaN,NaN
1327.0000,NaN,NaN,NaN,8012,8438,8568,NaN,NaN,NaN,NaN
1328.0000,NaN,NaN,NaN,8012,8438,8570,NaN,NaN,NaN,NaN
1329.0000,NaN,NaN,NaN,8012,8442,8570,NaN,NaN,NaN,NaN
1330.0000,NaN,NaN,NaN,8013,8442,8572,NaN,NaN,NaN,NaN
1331.0000,NaN,NaN,NaN,8015,8443,8572,NaN,NaN,NaN,NaN
1332.0000,NaN,NaN,NaN,8017,8445,8572,NaN,NaN,NaN,NaN
1333.0000,NaN,NaN,NaN,8018,8447,8573,NaN,NaN,NaN,NaN
1334.0000,NaN,NaN,NaN,8018,8447,8575,NaN,NaN,NaN,NaN
1335.0000,NaN,NaN,NaN,8018,8448,8575,NaN,NaN,NaN,NaN
1336.0000,NaN,NaN,NaN,8022,8450,8575,NaN,NaN,NaN,NaN
1337.0000,NaN,NaN,NaN,8023,8452,8575,NaN,NaN,NaN,NaN
1338.0000,NaN,NaN,NaN,8023,8452,8577,NaN,NaN,NaN,NaN
1339.0000,NaN,NaN,NaN,8023,8455,8578,NaN,NaN,NaN,NaN
1340.0000,NaN,NaN,NaN,8027,8455,8580,NaN,NaN,NaN,NaN
1341.0000,NaN,NaN,NaN,8028,8457,8578,NaN,NaN,NaN,NaN
1342.0000,NaN,NaN,NaN,8028,8457,8578,NaN,NaN,NaN,NaN
1343.0000,NaN,NaN,NaN,8028,8460,8580,NaN,NaN,NaN,NaN
1344.0000,NaN,NaN,NaN,8030,8460,8583,NaN,NaN,NaN,NaN
1345.0000,NaN,NaN,NaN,8033,8462,8583,NaN,NaN,NaN,NaN
1346.0000,NaN,NaN,NaN,8033,8463,8583,NaN,NaN,NaN,NaN
1347.0000,NaN,NaN,NaN,8033,8465,8583,NaN,NaN,NaN,NaN
1348.0000,NaN,NaN,NaN,8035,8465,8583,NaN,NaN,NaN,NaN
1349.0000,NaN,NaN,NaN,8037,8465,8585,NaN,NaN,NaN,NaN
1350.0000,NaN,NaN,NaN,8038,8468,8583,NaN,NaN,NaN,NaN
1351.0000,NaN,NaN,NaN,8040,8470,8585,NaN,NaN,NaN,NaN
1352.0000,NaN,NaN,NaN,8040,8470,8625,NaN,NaN,NaN,NaN
1353.0000,NaN,NaN,NaN,8040,8472,8625,NaN,NaN,NaN,NaN
1354.0000,NaN,NaN,NaN,8043,8473,8628,NaN,NaN,NaN,NaN
1355.0000,NaN,NaN,NaN,8045,8475,8628,NaN,NaN,NaN,NaN
1356.0000,NaN,NaN,NaN,8045,8475,8628,NaN,NaN,NaN,NaN
1357.0000,NaN,NaN,NaN,8045,8477,8630,NaN,NaN,NaN,NaN
1358.0000,NaN,NaN,NaN,8047,8478,8633,NaN,NaN,NaN,NaN
1359.0000,NaN,NaN,NaN,8048,8480,8633,NaN,NaN,NaN,NaN
1360.0000,NaN,NaN,NaN,8050,8482,8633,NaN,NaN,NaN,NaN
1361.0000,NaN,NaN,NaN,8050,8482,8633,NaN,NaN,NaN,NaN
1362.0000,NaN,NaN,NaN,8050,8483,8633,NaN,NaN,NaN,NaN
1363.0000,NaN,NaN,NaN,8053,8485,8633,NaN,NaN,NaN,NaN
1364.0000,NaN,NaN,NaN,8055,8487,8638,NaN,NaN,NaN,NaN
1365.0000,NaN,NaN,NaN,8055,8487,8638,NaN,NaN,NaN,NaN
1366.0000,NaN,NaN,NaN,8057,8488,8638,NaN,NaN,NaN,NaN
1367.0000,NaN,NaN,NaN,8058,8488,8638,NaN,NaN,NaN,NaN
1368.0000,NaN,NaN,NaN,8058,8492,8638,NaN,NaN,NaN,NaN
1369.0000,NaN,NaN,NaN,8060,8492,8640,NaN,NaN,NaN,NaN
1370.0000,NaN,NaN,NaN,8062,8493,8643,NaN,NaN,NaN,NaN
1371.0000,NaN,NaN,NaN,8062,8495,8643,NaN,NaN,NaN,NaN
1372.0000,NaN,NaN,NaN,8062,8497,8643,NaN,NaN,NaN,NaN
1373.0000,NaN,NaN,NaN,8063,8497,8643,NaN,NaN,NaN,NaN
1374.0000,NaN,NaN,NaN,8067,8498,8645,NaN,NaN,NaN,NaN
1375.0000,NaN,NaN,NaN,8067,8500,8645,NaN,NaN,NaN,NaN
1376.0000,NaN,NaN,NaN,8067,8502,8645,NaN,NaN,NaN,NaN
1377.0000,NaN,NaN,NaN,8068,8502,8645,NaN,NaN,NaN,NaN
1378.0000,NaN,NaN,NaN,8070,8502,8648,NaN,NaN,NaN,NaN
1379.0000,NaN,NaN,NaN,8072,8505,8650,NaN,NaN,NaN,NaN
1380.0000,NaN,NaN,NaN,8072,8507,8650,NaN,NaN,NaN,NaN
1381.0000,NaN,NaN,NaN,8073,8507,8650,NaN,NaN,NaN,NaN
1382.0000,NaN,NaN,NaN,8075,8508,8650,NaN,NaN,NaN,NaN
1383.0000,NaN,NaN,NaN,8075,8510,8650,NaN,NaN,NaN,NaN
1384.0000,NaN,NaN,NaN,8077,8512,8653,NaN,NaN,NaN,NaN
1385.0000,NaN,NaN,NaN,8077,8512,8655,NaN,NaN,NaN,NaN
1386.0000,NaN,NaN,NaN,8078,8513,8655,NaN,NaN,NaN,NaN
1387.0000,NaN,NaN,NaN,8080,8515,8655,NaN,NaN,NaN,NaN
1388.0000,NaN,NaN,NaN,8080,8517,8655,NaN,NaN,NaN,NaN
1389.0000,NaN,NaN,NaN,8082,8518,8655,NaN,NaN,NaN,NaN
1390.0000,NaN,NaN,NaN,8083,8518,8658,NaN,NaN,NaN,NaN
1391.0000,NaN,NaN,NaN,8085,8518,8658,NaN,NaN,NaN,NaN
1392.0000,NaN,NaN,NaN,8085,8520,8660,NaN,NaN,NaN,NaN
1393.0000,NaN,NaN,NaN,8085,8523,8660,NaN,NaN,NaN,NaN
1394.0000,NaN,NaN,NaN,8087,8523,8660,NaN,NaN,NaN,NaN
1395.0000,NaN,NaN,NaN,8088,8523,8663,NaN,NaN,NaN,NaN
1396.0000,NaN,NaN,NaN,8090,8525,8663,NaN,NaN,NaN,NaN
1397.0000,NaN,NaN,NaN,8090,8528,8663,NaN,NaN,NaN,NaN
1398.0000,NaN,NaN,NaN,8092,8528,8663,NaN,NaN,NaN,NaN
1399.0000,NaN,NaN,NaN,8092,8528,8665,NaN,NaN,NaN,NaN
1400.0000,NaN,NaN,NaN,8093,8528,8665,NaN,NaN,NaN,NaN
1401.0000,NaN,NaN,NaN,8095,8533,8668,NaN,NaN,NaN,NaN
1402.0000,NaN,NaN,NaN,8097,8533,8668,NaN,NaN,NaN,NaN
1403.0000,NaN,NaN,NaN,8097,8533,8668,NaN,NaN,NaN,NaN
1404.0000,NaN,NaN,NaN,8097,8535,8668,NaN,NaN,NaN,NaN
1405.0000,NaN,NaN,NaN,8097,8535,8668,NaN,NaN,NaN,NaN
1406.0000,NaN,NaN,NaN,8100,8538,8670,NaN,NaN,NaN,NaN
1407.0000,NaN,NaN,NaN,8102,8538,8673,NaN,NaN,NaN,NaN
1408.0000,NaN,NaN,NaN,8102,8540,8673,NaN,NaN,NaN,NaN
1409.0000,NaN,NaN,NaN,8102,8540,8673,NaN,NaN,NaN,NaN
1410.0000,NaN,NaN,NaN,8103,8543,8673,NaN,NaN,NaN,NaN
1411.0000,NaN,NaN,NaN,8105,8543,8673,NaN,NaN,NaN,NaN
1412.0000,NaN,NaN,NaN,8107,8545,8675,NaN,NaN,NaN,NaN
1413.0000,NaN,NaN,NaN,8107,8545,8675,NaN,NaN,NaN,NaN
1414.0000,NaN,NaN,NaN,8108,8545,8678,NaN,NaN,NaN,NaN
1415.0000,NaN,NaN,NaN,8108,8548,8678,NaN,NaN,NaN,NaN
1416.0000,NaN,NaN,NaN,8110,8550,8678,NaN,NaN,NaN,NaN
1417.0000,NaN,NaN,NaN,8112,8550,8678,NaN,NaN,NaN,NaN
1418.0000,NaN,NaN,NaN,8112,8550,8680,NaN,NaN,NaN,NaN
1419.0000,NaN,NaN,NaN,8113,8550,8680,NaN,NaN,NaN,NaN
1420.0000,NaN,NaN,NaN,8113,8555,8680,NaN,NaN,NaN,NaN
1421.0000,NaN,NaN,NaN,8113,8555,8680,NaN,NaN,NaN,NaN
1422.0000,NaN,NaN,NaN,8117,8555,8683,NaN,NaN,NaN,NaN
1423.0000,NaN,NaN,NaN,8118,8555,8685,NaN,NaN,NaN,NaN
1424.0000,NaN,NaN,NaN,8118,8560,8685,NaN,NaN,NaN,NaN
1425.0000,NaN,NaN,NaN,8118,8560,8685,NaN,NaN,NaN,NaN
1426.0000,NaN,NaN,NaN,8118,8560,8685,NaN,NaN,NaN,NaN
1427.0000,NaN,NaN,NaN,8123,8560,8685,NaN,NaN,NaN,NaN
1428.0000,NaN,NaN,NaN,8123,8562,8685,NaN,NaN,NaN,NaN
1429.0000,NaN,NaN,NaN,8123,8565,8688,NaN,NaN,NaN,NaN
1430.0000,NaN,NaN,NaN,8123,8565,8688,NaN,NaN,NaN,NaN
1431.0000,NaN,NaN,NaN,8123,8567,8690,NaN,NaN,NaN,NaN
1432.0000,NaN,NaN,NaN,8127,8567,8690,NaN,NaN,NaN,NaN
1433.0000,NaN,NaN,NaN,8128,8568,8690,NaN,NaN,NaN,NaN
1434.0000,NaN,NaN,NaN,8128,8570,8693,NaN,NaN,NaN,NaN
1435.0000,NaN,NaN,NaN,8128,8570,8693,NaN,NaN,NaN,NaN
1436.0000,NaN,NaN,NaN,8130,8572,8693,NaN,NaN,NaN,NaN
1437.0000,NaN,NaN,NaN,8130,8572,8693,NaN,NaN,NaN,NaN
1438.0000,NaN,NaN,NaN,8132,8573,8695,NaN,NaN,NaN,NaN
1439.0000,NaN,NaN,NaN,8133,8575,8695,NaN,NaN,NaN,NaN
1440.0000,NaN,NaN,NaN,8133,8577,8698,NaN,NaN,NaN,NaN
1441.0000,NaN,NaN,NaN,8135,8577,8698,NaN,NaN,NaN,NaN
1442.0000,NaN,NaN,NaN,8135,8577,8698,NaN,NaN,NaN,NaN
1443.0000,NaN,NaN,NaN,8137,8578,8698,NaN,NaN,NaN,NaN
1444.0000,NaN,NaN,NaN,8137,8582,8698,NaN,NaN,NaN,NaN
1445.0000,NaN,NaN,NaN,8140,8582,8698,NaN,NaN,NaN,NaN
1446.0000,NaN,NaN,NaN,8140,8582,8700,NaN,NaN,NaN,NaN
1447.0000,NaN,NaN,NaN,8140,8582,8700,NaN,NaN,NaN,NaN
1448.0000,NaN,NaN,NaN,8142,8587,8703,NaN,NaN,NaN,NaN
1449.0000,NaN,NaN,NaN,8142,8587,8703,NaN,NaN,NaN,NaN
1450.0000,NaN,NaN,NaN,8145,8587,8703,NaN,NaN,NaN,NaN
1451.0000,NaN,NaN,NaN,8145,8587,8703,NaN,NaN,NaN,NaN
1452.0000,NaN,NaN,NaN,8145,8590,8703,NaN,NaN,NaN,NaN
1453.0000,NaN,NaN,NaN,8145,8590,8705,NaN,NaN,NaN,NaN
1454.0000,NaN,NaN,NaN,8148,8592,8705,NaN,NaN,NaN,NaN
1455.0000,NaN,NaN,NaN,8148,8592,8705,NaN,NaN,NaN,NaN
1456.0000,NaN,NaN,NaN,8150,8593,8708,NaN,NaN,NaN,NaN
