Effluent weight (g),Set1-F11-T5,Set1-F12-T6,Set1-F13-T7,Set2-F21-T1,Set2-F22-T2,Set2-F23-T13,Set3-F31-T18,Set3-F32-T19,Set3-F33-T20,Set?-F4-T17
396.0000,6857,6780,6700,4860,5185,5847,9375,8540,7495,NaN
397.0000,6863,6788,6707,4867,5192,5855,9380,8545,7505,NaN
398.0000,6872,6795,6715,4873,5200,5862,9385,8550,7510,NaN
399.0000,6878,6803,6720,4882,5208,5870,9390,8560,7520,NaN
400.0000,6887,6810,6728,4888,5215,5878,9395,8565,7525,NaN
401.0000,6895,6817,6735,4897,5223,5885,9403,8575,7535,NaN
402.0000,6900,6825,6742,4903,5228,5893,9408,8580,7540,NaN
403.0000,6910,6832,6750,4912,5238,5898,9413,8585,7550,NaN
404.0000,6915,6840,6755,4918,5243,5908,9420,8595,7555,NaN
405.0000,6923,6845,6762,4925,5253,5913,9423,8600,7565,NaN
406.0000,6930,6853,6770,4933,5258,5923,9428,8610,7570,NaN
407.0000,6938,6860,6777,4940,5268,5928,9433,8615,7580,NaN
408.0000,6947,6867,6783,4947,5273,5937,9438,8620,7585,NaN
409.0000,6952,6873,6790,4955,5283,5943,9443,8630,7595,NaN
410.0000,6962,6882,6797,4960,5288,5952,9448,8635,7600,NaN
411.0000,6967,6888,6803,4970,5297,5958,9455,8640,7610,NaN
412.0000,6975,6893,6810,4975,5303,5965,9460,8650,7620,NaN
413.0000,6980,6902,6817,4985,5312,5972,9465,8655,7625,NaN
414.0000,6990,6908,6823,4990,5318,5980,9470,8660,7635,NaN
415.0000,6997,6915,6830,4997,5327,5987,9475,8670,7640,NaN
416.0000,7003,6923,6838,5005,5333,5995,9480,8675,7645,NaN
417.0000,7012,6930,6843,5012,5340,6002,9485,8680,7655,NaN
418.0000,7018,6935,6850,5020,5347,6008,9490,8685,7660,NaN
419.0000,7025,6943,6858,5027,5355,6015,9495,8695,7670,NaN
420.0000,7032,6950,6863,5033,5362,6023,9500,8700,7675,NaN
421.0000,7038,6957,6870,5040,5370,6028,9503,8705,7685,NaN
422.0000,7047,6962,6878,5047,5377,6037,9508,8715,7690,NaN
423.0000,7053,6970,6883,5053,5385,6043,9513,8720,7695,NaN
424.0000,7060,6977,6888,5062,5390,6048,9518,8725,7705,NaN
425.0000,7067,6982,6898,5067,5398,6058,9523,8730,7710,NaN
426.0000,7073,6990,6903,5075,5405,6063,9528,8740,7720,NaN
427.0000,7082,6997,6908,5082,5413,6072,9530,8745,7725,NaN
428.0000,7088,7002,6913,5088,5418,6078,9535,8750,7730,NaN
429.0000,7093,7008,6923,5097,5428,6085,9540,8755,7740,NaN
430.0000,7102,7017,6928,5102,5433,6092,9545,8760,7745,NaN
431.0000,7107,7022,6933,5110,5442,6100,9548,8770,7755,NaN
432.0000,7113,7028,6942,5115,5448,6107,9553,8775,7760,NaN
433.0000,7122,7035,6948,5125,5453,6112,9555,8780,7770,NaN
434.0000,7128,7042,6953,5130,5463,6118,9560,8785,7775,NaN
435.0000,7135,7048,6958,5135,5468,6127,9565,8795,7780,NaN
436.0000,7142,7055,6967,5145,5477,6132,9570,8800,7790,NaN
437.0000,7148,7060,6973,5150,5483,6140,9573,8805,7795,NaN
438.0000,7153,7067,6978,5157,5490,6147,9578,8810,7800,NaN
439.0000,7163,7073,6985,5165,5497,6153,9583,8815,7805,NaN
440.0000,7168,7080,6990,5170,5503,6160,9585,8820,7815,NaN
441.0000,7175,7087,6998,5178,5510,6165,9588,8830,7820,NaN
442.0000,7182,7092,7003,5185,5515,6173,9593,8835,7830,NaN
443.0000,7187,7098,7008,5192,5525,6180,9598,8840,7835,NaN
444.0000,7193,7105,7015,5198,5530,6187,9603,8845,7840,NaN
445.0000,7200,7112,7022,5205,5538,6193,9605,8850,7850,NaN
446.0000,7207,7117,7028,5212,5545,6200,9610,8855,7855,NaN
447.0000,7213,7123,7033,5218,5550,6207,9613,8860,7860,NaN
448.0000,7220,7128,7040,5223,5560,6212,9615,8870,7865,NaN
449.0000,7227,7135,7045,5232,5565,6220,9620,8875,7875,NaN
450.0000,7233,7142,7052,5238,5570,6227,9625,8880,7880,NaN
451.0000,7240,7148,7057,5245,5580,6232,9628,8885,7885,NaN
452.0000,7245,7153,7062,5252,5585,6237,9630,8890,7890,NaN
453.0000,7252,7160,7070,5258,5590,6245,9635,8895,7900,NaN
454.0000,7258,7165,7075,5265,5600,6252,9638,8900,7905,NaN
455.0000,7263,7172,7080,5270,5605,6257,9643,8905,7910,NaN
456.0000,7270,7178,7087,5277,5610,6265,9648,8910,7915,NaN
457.0000,7277,7183,7093,5285,5618,6270,9648,8915,7925,NaN
458.0000,7282,7190,7098,5290,5625,6275,9653,8925,7930,NaN
459.0000,7288,7195,7105,5295,5633,6285,9658,8930,7935,NaN
460.0000,7295,7202,7110,5305,5638,6290,9660,8935,7940,NaN
461.0000,7300,7207,7115,5310,5645,6295,9663,8940,7950,NaN
462.0000,7307,7213,7122,5315,5652,6302,9665,8945,7955,NaN
463.0000,7313,7218,7128,5323,5658,6308,9670,8950,7960,NaN
464.0000,7318,7225,7133,5330,5663,6315,9670,8955,7965,NaN
465.0000,7325,7232,7138,5335,5672,6322,9675,8960,7975,NaN
466.0000,7332,7237,7143,5343,5678,6328,9678,8965,7980,NaN
467.0000,7337,7242,7148,5348,5683,6333,9683,8970,7985,NaN
468.0000,7343,7248,7155,5355,5692,6340,9683,8975,7990,NaN
469.0000,7350,7253,7160,5362,5698,6347,9688,8980,7995,NaN
470.0000,7355,7258,7167,5368,5703,6353,9690,8985,8005,NaN
471.0000,7362,7265,7173,5373,5710,6358,9690,8990,8010,NaN
472.0000,7367,7270,7178,5380,5717,6365,9695,8995,8015,NaN
473.0000,7373,7275,7183,5387,5723,6370,9698,9000,8020,NaN
474.0000,7378,7282,7188,5393,5728,6377,9698,9005,8025,NaN
475.0000,7385,7287,7193,5398,5735,6383,9700,9010,8030,NaN
476.0000,7392,7293,7198,5407,5743,6390,9703,9015,8040,NaN
477.0000,7397,7300,7203,5412,5750,6395,9703,9020,8045,NaN
478.0000,7402,7305,7212,5418,5755,6402,9705,9025,8050,NaN
479.0000,7408,7310,7217,5423,5760,6408,9708,9030,8055,NaN
480.0000,7415,7315,7222,5430,5768,6413,9708,9035,8060,NaN
481.0000,7420,7322,7227,5438,5775,6418,9710,9040,8065,NaN
482.0000,7425,7327,7233,5443,5780,6423,9713,9045,8070,NaN
483.0000,7432,7332,7238,5448,5785,6433,9713,9050,8075,NaN
484.0000,7438,7337,7243,5455,5793,6438,9715,9055,8085,NaN
485.0000,7443,7343,7248,5462,5800,6443,9715,9060,8090,NaN
486.0000,7448,7348,7253,5467,5805,6448,9718,9065,8095,NaN
487.0000,7455,7353,7258,5475,5812,6455,9720,9070,8100,NaN
488.0000,7462,7358,7265,5480,5818,6462,9720,9075,8105,NaN
489.0000,7467,7363,7270,5485,5825,6467,9723,9080,8110,NaN
490.0000,7472,7370,7275,5492,5830,6472,9723,9085,8115,NaN
491.0000,7477,7375,7280,5498,5837,6477,9725,9085,8120,NaN
492.0000,7482,7380,7285,5503,5843,6483,9725,9090,8125,NaN
493.0000,7488,7385,7290,5510,5848,6488,9728,9095,8135,NaN
494.0000,7493,7390,7295,5517,5855,6497,9728,9100,8140,NaN
495.0000,7498,7397,7300,5522,5860,6502,9730,9105,8145,NaN
496.0000,7503,7400,7305,5528,5868,6508,9730,9110,8150,NaN
497.0000,7510,7407,7310,5533,5873,6513,9733,9115,8155,NaN
498.0000,7517,7412,7315,5540,5878,6518,9733,9120,8160,NaN
499.0000,7522,7417,7320,5547,5885,6523,9735,9125,8165,NaN
500.0000,7527,7422,7325,5553,5893,6530,9735,9125,8170,NaN
501.0000,7530,7427,7330,5558,5898,6537,9735,9130,8175,NaN
502.0000,7535,7432,7335,5563,5903,6542,9738,9135,8180,NaN
503.0000,7543,7437,7340,5570,5908,6547,9738,9140,8185,NaN
504.0000,7548,7443,7345,5577,5917,6552,9738,9145,8190,NaN
505.0000,7553,7448,7350,5583,5923,6557,9738,9150,8195,NaN
506.0000,7558,7453,7355,5588,5928,6565,9738,9155,8200,NaN
507.0000,7563,7458,7360,5593,5933,6570,9738,9160,8205,NaN
508.0000,7567,7463,7365,5600,5940,6577,9740,9160,8210,NaN
509.0000,7575,7468,7370,5607,5945,6582,9740,9165,8215,NaN
510.0000,7580,7473,7375,5612,5953,6587,9740,9170,8220,NaN
511.0000,7585,7477,7380,5617,5958,6592,9740,9175,8225,NaN
512.0000,7590,7482,7385,5622,5963,6600,9740,9180,8230,NaN
513.0000,7595,7487,7390,5628,5968,6605,9740,9185,8235,NaN
514.0000,7600,7492,7395,5635,5975,6610,9740,9190,8240,NaN
515.0000,7603,7497,7400,5642,5980,6615,9740,9190,8245,NaN
516.0000,7610,7502,7405,5647,5988,6620,9740,9195,8250,NaN
517.0000,7617,7507,7410,5652,5993,6625,9740,9200,8255,NaN
518.0000,7622,7512,7415,5657,6000,6632,9740,9205,8260,NaN
519.0000,7627,7517,7420,5663,6005,6637,9740,9210,8265,NaN
520.0000,7630,7522,7422,5668,6010,6642,9740,9210,8270,NaN
521.0000,7635,7527,7427,5675,6017,6648,9740,9215,8275,NaN
522.0000,7640,7532,7432,5682,6022,6653,9740,9220,8280,NaN
523.0000,7645,7537,7437,5687,6028,6658,9738,9225,8285,NaN
524.0000,7652,7540,7442,5692,6035,6663,NaN,9230,8290,NaN
525.0000,7657,7545,7447,5697,6040,6668,NaN,9230,8295,NaN
526.0000,7662,7550,7452,5703,6045,6675,NaN,9235,8300,NaN
527.0000,7667,7555,7457,5710,6052,6680,NaN,9240,8305,NaN
528.0000,7672,7560,7462,5715,6057,6685,NaN,9245,8310,NaN
529.0000,7677,7565,7467,5720,6062,6690,NaN,9245,8315,NaN
530.0000,7680,7570,7472,5725,6070,6695,NaN,9250,8320,NaN
531.0000,7685,7575,7477,5730,6075,6700,NaN,9255,8325,NaN
532.0000,7690,7578,7478,5737,6080,6707,NaN,9260,8330,NaN
533.0000,7695,7583,7483,5743,6087,6712,NaN,9265,8330,NaN
534.0000,7700,7587,7488,5750,6092,6717,NaN,9265,8335,NaN
535.0000,7705,7592,7493,5755,6097,6723,NaN,9270,8340,NaN
536.0000,7710,7597,7497,5760,6102,6728,NaN,9275,8345,NaN
537.0000,7715,7602,7502,5765,6108,6733,NaN,9280,8350,NaN
538.0000,7720,7607,7507,5770,6113,6737,NaN,9280,8355,NaN
539.0000,7723,7608,7512,5777,6118,6742,NaN,9285,8360,NaN
540.0000,7728,7613,7517,5782,6125,6747,NaN,9290,8365,NaN
541.0000,7733,7618,7522,5788,6132,6752,NaN,9295,8370,NaN
542.0000,7738,7623,7523,5793,6137,6757,NaN,9295,8375,NaN
543.0000,7742,7628,7528,5798,6142,6762,NaN,9300,8375,NaN
544.0000,7747,7633,7533,5803,6148,6767,NaN,9305,8380,NaN
545.0000,7752,7638,7538,5808,6153,6772,NaN,9310,8385,NaN
546.0000,7757,7642,7543,5813,6158,6777,NaN,9310,8390,NaN
547.0000,7762,7645,7547,5818,6163,6783,NaN,9315,8395,NaN
548.0000,7765,7650,7550,5825,6168,6788,NaN,9320,8400,NaN
549.0000,7772,7655,7553,5830,6175,6793,NaN,9320,8405,NaN
550.0000,7775,7660,7558,5837,6180,6798,NaN,9325,8410,NaN
551.0000,7780,7663,7563,5842,6185,6803,NaN,9330,8410,NaN
552.0000,7785,7667,7568,5848,6192,6810,NaN,9330,8415,NaN
553.0000,7790,7672,7573,5853,6198,6812,NaN,9335,8420,NaN
554.0000,7793,7677,7578,5858,6203,6818,NaN,9340,8425,NaN
555.0000,7798,7682,7580,5863,6208,6823,NaN,9340,8430,NaN
556.0000,7803,7687,7583,5868,6213,6828,NaN,9345,8435,NaN
557.0000,7808,7688,7588,5873,6218,6833,NaN,9350,8435,NaN
558.0000,7812,7693,7593,5878,6223,6838,NaN,9350,8440,NaN
559.0000,7817,7698,7598,5885,6230,6843,NaN,9355,8445,NaN
560.0000,7820,7702,7602,5890,6235,6848,NaN,9360,8450,NaN
561.0000,7823,7707,7605,5895,6240,6853,NaN,9360,8455,NaN
562.0000,7828,7710,7610,5900,6245,6858,NaN,9365,8460,NaN
563.0000,7833,7715,7613,5907,6252,6863,NaN,9370,8460,NaN
564.0000,7837,7720,7618,5912,6257,6867,NaN,9375,8465,NaN
565.0000,7842,7723,7623,5917,6262,6872,NaN,9375,8470,NaN
566.0000,7847,7728,7627,5922,6267,6877,NaN,9380,8475,NaN
567.0000,7850,7732,7630,5927,6272,6882,NaN,9380,8480,NaN
568.0000,7855,7735,7635,5932,6277,6887,NaN,9385,8485,NaN
569.0000,7860,7740,7640,5937,6282,6892,NaN,9390,8485,NaN
570.0000,7865,7745,7643,5942,6287,6897,NaN,9390,8490,NaN
571.0000,7868,7748,7647,5947,6293,6902,NaN,9395,8495,NaN
572.0000,7873,7752,7650,5953,6298,6907,NaN,9400,8500,NaN
573.0000,7878,7757,7655,5958,6303,6910,NaN,9400,8500,NaN
574.0000,7882,7760,7660,5963,6310,6915,NaN,9405,8505,NaN
575.0000,7887,7765,7665,5968,6313,6920,NaN,9405,8510,NaN
576.0000,7890,7768,7667,5973,6322,6923,NaN,9410,8515,NaN
577.0000,7895,7773,7670,5978,6325,6928,NaN,9415,8515,NaN
578.0000,7900,7777,7675,5983,6330,6932,NaN,9415,8520,NaN
579.0000,7903,7782,7680,5988,6337,6937,NaN,9420,8525,NaN
580.0000,7907,7783,7683,5993,6342,6942,NaN,9425,8530,NaN
581.0000,7912,7788,7685,5998,6347,6947,NaN,9425,8530,NaN
582.0000,7915,7793,7690,6003,6352,6952,NaN,9430,8535,NaN
583.0000,7920,7797,7695,6008,6357,6957,NaN,9430,8540,NaN
584.0000,7925,7800,7698,6013,6362,6962,NaN,9435,8545,NaN
585.0000,7927,7803,7703,6018,6367,6967,NaN,9440,8550,NaN
586.0000,7932,7808,7705,6023,6372,6970,NaN,9440,8550,NaN
587.0000,7935,7812,7710,6028,6377,6975,NaN,9445,8555,NaN
588.0000,7940,7817,7715,6033,6382,6980,NaN,9445,8560,NaN
589.0000,7945,7820,7717,6037,6387,6985,NaN,9450,8560,NaN
590.0000,7948,7823,7722,6042,6392,6990,NaN,9450,8565,NaN
591.0000,7952,7827,7725,6047,6397,6995,NaN,9455,8570,NaN
592.0000,7957,7832,7730,6052,6402,6998,NaN,9460,8575,NaN
593.0000,7960,7837,7733,6057,6408,7003,NaN,9460,8575,NaN
594.0000,7965,7838,7737,6062,6412,7008,NaN,9465,8580,NaN
595.0000,7968,7842,7740,6067,6417,7013,NaN,9465,8585,NaN
596.0000,7973,7847,7743,6072,6422,7015,NaN,9470,8590,NaN
597.0000,7978,7852,7748,6077,6427,7020,NaN,9470,8590,NaN
598.0000,7980,7853,7752,6082,6432,7025,NaN,9475,8595,NaN
599.0000,7983,7857,7757,6087,6437,7030,NaN,9480,8600,NaN
600.0000,7987,7862,7758,6092,6442,7033,NaN,9480,8600,NaN
601.0000,7992,7865,7762,6097,6447,7038,NaN,9485,8605,NaN
602.0000,7997,7870,7767,6102,6452,7042,NaN,9485,8610,NaN
603.0000,8000,7873,7772,6107,6457,7047,NaN,9490,8610,NaN
604.0000,8005,7877,7773,6112,6462,7052,NaN,9490,8615,NaN
605.0000,8008,7880,7777,6115,6467,7057,NaN,9495,8620,NaN
606.0000,8010,7885,7782,6120,6472,7060,NaN,9495,8620,NaN
607.0000,8015,7888,7785,6125,6477,7063,NaN,9500,8625,NaN
608.0000,8018,7890,7790,6130,6482,7068,NaN,9500,8630,NaN
609.0000,8023,7895,7792,6135,6487,7073,NaN,9505,8630,NaN
610.0000,8027,7898,7795,6140,6492,7078,NaN,9505,8635,NaN
611.0000,8032,7902,7800,6145,6497,7083,NaN,9510,8640,NaN
612.0000,8035,7905,7802,6150,6500,7085,NaN,9510,8640,NaN
613.0000,8038,7910,7807,6155,6507,7090,NaN,9515,8645,NaN
614.0000,8040,7913,7810,6160,6512,7095,NaN,9515,8650,NaN
615.0000,8045,7917,7815,6165,6515,7100,NaN,9520,8650,NaN
616.0000,8050,7920,7817,6170,6522,7103,NaN,9520,8655,NaN
617.0000,8053,7923,7820,6175,6527,7107,NaN,9525,8660,NaN
618.0000,8057,7928,7825,6180,6528,7112,NaN,9525,8660,NaN
619.0000,8060,7930,7828,6183,6533,7117,NaN,9530,8665,NaN
620.0000,8065,7933,7830,6188,6538,7120,NaN,9530,8670,NaN
621.0000,8067,7938,7835,6192,6543,7125,NaN,9535,8670,NaN
622.0000,8072,7942,7838,6197,6548,7128,NaN,9535,8675,NaN
623.0000,8075,7943,7842,6202,6553,7133,NaN,9540,8675,NaN
624.0000,8078,7948,7845,6207,6558,7138,NaN,9540,8680,NaN
625.0000,8083,7952,7848,6212,6563,7140,NaN,9545,8685,NaN
626.0000,8087,7955,7852,6217,6568,7145,NaN,9545,8685,NaN
627.0000,8090,7958,7855,6222,6573,7150,NaN,9550,8690,NaN
628.0000,8093,7962,7858,6225,6577,7155,NaN,9550,8695,NaN
629.0000,8097,7965,7862,6230,6582,7158,NaN,9555,8695,NaN
630.0000,8100,7968,7867,6235,6587,7162,NaN,9555,8700,NaN
631.0000,8105,7972,7868,6240,6592,7165,NaN,9560,8700,NaN
632.0000,8108,7977,7872,6245,6597,7168,NaN,9560,8705,NaN
633.0000,8110,7978,7877,6250,6600,7173,NaN,9560,8710,NaN
634.0000,8113,7982,7878,6253,6605,7178,NaN,9565,8710,NaN
635.0000,8118,7987,7882,6257,6610,7183,NaN,9565,8715,NaN
636.0000,8122,7988,7887,6260,6615,7187,NaN,9570,8720,NaN
637.0000,8205,7992,7888,6265,6620,7192,NaN,9570,8720,NaN
638.0000,7818,7997,7892,6270,6625,7195,NaN,9575,8725,NaN
639.0000,7823,7998,7897,6275,6628,7198,NaN,9575,8725,NaN
640.0000,7828,8002,7898,6280,6635,7202,NaN,9580,8730,NaN
641.0000,7833,8005,7902,6285,6637,7207,NaN,9580,8735,NaN
642.0000,7835,8008,7907,6290,6642,7212,NaN,9580,8735,NaN
643.0000,7838,8012,7908,6293,6645,7213,NaN,9585,8740,NaN
644.0000,7843,8015,7912,6298,6650,7217,NaN,9585,8740,NaN
645.0000,7848,8020,7915,6303,6655,7222,NaN,9590,8745,NaN
646.0000,7850,8022,7918,6307,6660,7227,NaN,9590,8745,NaN
647.0000,7855,8025,7922,6312,6665,7230,NaN,9595,8750,NaN
648.0000,7858,8030,7925,6315,6670,7235,NaN,9595,8755,NaN
649.0000,7863,8030,7928,6320,6675,7240,NaN,9595,8755,NaN
650.0000,7865,8035,7932,6323,6678,7240,NaN,9600,8760,NaN
651.0000,7870,8038,7933,6328,6683,7245,NaN,9600,8760,NaN
652.0000,7875,8040,7938,6333,6688,7250,NaN,9605,8765,NaN
653.0000,7878,8045,7942,6338,6693,7255,NaN,9605,8765,NaN
654.0000,7880,8048,7943,6342,6695,7258,NaN,9610,8770,NaN
655.0000,7885,8050,7948,6347,6700,7263,NaN,9610,8770,NaN
656.0000,7890,8053,7950,6352,6705,7265,NaN,9610,8775,NaN
657.0000,7893,8057,7953,6355,6710,7268,NaN,9615,8775,NaN
658.0000,7895,8060,7958,6360,6713,7273,NaN,9615,8780,NaN
659.0000,7900,8063,7958,6365,6718,7278,NaN,9620,8780,NaN
660.0000,7905,8067,7963,6368,6723,7282,NaN,9620,8785,NaN
661.0000,7908,8068,7967,6373,6728,7283,NaN,9620,8790,NaN
662.0000,7910,8073,7968,6377,6733,7288,NaN,9625,8790,NaN
663.0000,7915,8077,7973,6380,6737,7292,NaN,9625,8795,NaN
664.0000,7920,8078,7975,6385,6742,7297,NaN,9630,8795,NaN
665.0000,7920,8083,7978,6390,6743,7300,NaN,9630,8800,NaN
666.0000,7925,8083,7982,6395,6748,7302,NaN,9630,8800,NaN
667.0000,7930,8088,7983,6400,6753,7307,NaN,9635,8805,NaN
668.0000,7935,8090,7988,6403,6758,7312,NaN,9635,8805,NaN
669.0000,7935,8093,7990,6407,6763,7315,NaN,9635,8810,NaN
670.0000,7940,8097,7993,6410,6768,7318,NaN,9640,8810,NaN
671.0000,7945,8100,7997,6415,6772,7322,NaN,9640,8815,NaN
672.0000,7948,8103,8000,6420,6775,7325,NaN,9640,8815,NaN
673.0000,7950,8107,8002,6423,6780,7330,NaN,9645,8820,NaN
674.0000,7955,8108,8005,6428,6785,7335,NaN,9645,8820,NaN
675.0000,7958,8112,8010,6433,6788,7335,NaN,9650,8825,NaN
676.0000,7960,8115,8012,6437,6793,7340,NaN,9650,8825,NaN
677.0000,7965,8117,8015,6442,6798,7345,NaN,9650,8830,NaN
678.0000,7968,8122,8017,6445,6802,7348,NaN,9655,8830,NaN
679.0000,7973,8122,8020,6448,6805,7350,NaN,9655,8835,NaN
680.0000,7975,8127,8023,6453,6810,7355,NaN,9655,8835,NaN
681.0000,7980,8128,8025,6458,6815,7358,NaN,9660,8840,NaN
682.0000,7983,8132,8030,6462,6820,7363,NaN,9660,8840,NaN
683.0000,7985,8137,8033,6465,6823,7367,NaN,9660,8845,NaN
684.0000,7990,8138,8035,6470,6827,7368,NaN,9665,8845,NaN
685.0000,7993,8142,8038,6475,6832,7373,NaN,9665,8850,NaN
686.0000,7998,8143,8040,6478,6835,7377,NaN,9665,8850,NaN
687.0000,8000,8147,8043,6482,6840,7382,NaN,9670,8855,NaN
688.0000,8003,8150,8047,6485,6845,7383,NaN,9670,8855,NaN
689.0000,8008,8153,8048,6490,6848,7387,NaN,9670,8855,NaN
690.0000,8010,8155,8053,6495,6853,7392,NaN,9670,8860,NaN
691.0000,8013,8158,8055,6500,6857,7395,NaN,9675,8860,NaN
692.0000,8018,8160,8058,6503,6860,7397,NaN,9675,8865,NaN
693.0000,8023,8165,8062,6505,6865,7402,NaN,9675,8865,NaN
694.0000,8023,8167,8063,6510,6868,7405,NaN,9675,8870,NaN
695.0000,8028,8170,8067,6515,6873,7408,NaN,9675,8870,NaN
696.0000,8033,8172,8068,6520,6878,7412,NaN,9675,8875,NaN
697.0000,8033,8175,8072,6523,6882,7415,NaN,9675,8875,NaN
698.0000,8038,8177,8075,6527,6885,7420,NaN,9675,8880,NaN
699.0000,8040,8180,8078,6530,6888,7420,NaN,9675,8880,NaN
700.0000,8043,8183,8080,6535,6893,7425,NaN,9675,8880,NaN
701.0000,8048,8185,8083,6540,6898,7430,NaN,9675,8885,NaN
702.0000,8050,8188,8085,6543,6903,7433,NaN,9675,8885,NaN
703.0000,8053,8192,8090,6547,6907,7435,NaN,9675,8890,NaN
704.0000,8058,8193,8092,6552,6908,7438,NaN,9675,8890,NaN
705.0000,8060,8197,8095,6555,6913,7443,NaN,9675,8895,NaN
706.0000,8063,8198,8097,6558,6918,7447,NaN,9675,8895,NaN
707.0000,8068,8202,8100,6563,6923,7448,NaN,9675,8895,NaN
708.0000,8070,8203,8102,6567,6928,7453,NaN,9675,8900,NaN
709.0000,8073,8208,8105,6572,6930,7457,NaN,9675,8900,NaN
710.0000,8078,8208,8108,6575,6933,7460,NaN,9675,8905,NaN
711.0000,8080,8213,8110,6578,6938,7463,NaN,9675,8905,NaN
712.0000,8083,8215,8113,6582,6943,7467,NaN,9675,8910,NaN
713.0000,8085,8218,8115,6587,6948,7472,NaN,9675,8910,NaN
714.0000,8090,8220,8120,6590,6950,7473,NaN,9675,8910,NaN
715.0000,8093,8223,8120,6595,6953,7477,NaN,NaN,8915,NaN
716.0000,8095,8225,8125,6600,6958,7482,NaN,NaN,8915,NaN
717.0000,8100,8228,8125,6600,6963,7483,NaN,NaN,8920,NaN
718.0000,8100,8230,8130,6605,6965,7487,NaN,NaN,8920,NaN
719.0000,8105,8233,8130,6610,6970,7490,NaN,NaN,8925,NaN
720.0000,8110,8235,8135,6615,6975,7495,NaN,NaN,8925,NaN
721.0000,8110,8240,8137,6617,6978,7495,NaN,NaN,8925,NaN
722.0000,8115,8242,8140,6620,6982,7500,NaN,NaN,8930,NaN
723.0000,8118,8245,8142,6625,6985,7505,NaN,NaN,8930,NaN
724.0000,8120,8247,8145,6630,6990,7505,NaN,NaN,8930,NaN
725.0000,8125,8250,8147,6632,6995,7510,NaN,NaN,8935,NaN
726.0000,8128,8252,8150,6637,6997,7513,NaN,NaN,8935,NaN
727.0000,8130,8253,8152,6640,7002,7515,NaN,NaN,8940,NaN
728.0000,8133,8257,8155,6645,7005,7518,NaN,NaN,8940,NaN
729.0000,8135,8258,8157,6647,7010,7523,NaN,NaN,8940,NaN
730.0000,8140,8262,8162,6652,7013,7527,NaN,NaN,8945,NaN
731.0000,8143,8263,8162,6657,7017,7528,NaN,NaN,8945,NaN
732.0000,8145,8267,8167,6658,7022,7533,NaN,NaN,8945,NaN
733.0000,8148,8268,8167,6662,7025,7535,NaN,NaN,8950,NaN
734.0000,8153,8273,8170,6667,7028,7538,NaN,NaN,8950,NaN
735.0000,8153,8273,8172,6672,7033,7542,NaN,NaN,8955,NaN
736.0000,8158,8278,8173,6675,7038,7547,NaN,NaN,8955,NaN
737.0000,8160,8278,8177,6677,7040,7548,NaN,NaN,8955,NaN
738.0000,8163,8282,8178,6682,7043,7552,NaN,NaN,8960,NaN
739.0000,8168,8283,8182,6685,7048,7557,NaN,NaN,8960,NaN
740.0000,8168,8287,8185,6690,7053,7557,NaN,NaN,8960,NaN
741.0000,8173,8288,8187,6692,7055,7562,NaN,NaN,8965,NaN
742.0000,8175,8292,8188,6697,7058,7563,NaN,NaN,8965,NaN
743.0000,8178,8293,8192,6700,7063,7567,NaN,NaN,8965,NaN
744.0000,8183,8297,8193,6703,7068,7570,NaN,NaN,8970,NaN
745.0000,8183,8298,8197,6708,7070,7575,NaN,NaN,8970,NaN
746.0000,8188,8302,8198,6710,7073,7575,NaN,NaN,8975,NaN
747.0000,8188,8302,8202,6715,7078,7580,NaN,NaN,8975,NaN
748.0000,8193,8307,8203,6718,7083,7582,NaN,NaN,8975,NaN
749.0000,8198,8307,8205,6722,7085,7585,NaN,NaN,8980,NaN
750.0000,8198,8312,8208,6725,7088,7590,NaN,NaN,8980,NaN
751.0000,8203,8312,8210,6730,7093,7592,NaN,NaN,8980,NaN
752.0000,8203,8315,8213,6733,7098,7595,NaN,NaN,8985,NaN
753.0000,8208,8317,8215,6737,7100,7598,NaN,NaN,8985,NaN
754.0000,8210,8320,8218,6740,7103,7602,NaN,NaN,8985,NaN
755.0000,8213,8322,8220,6743,7108,7603,NaN,NaN,8985,NaN
756.0000,8215,8325,8223,6747,7113,7608,NaN,NaN,8990,NaN
757.0000,8218,8327,8223,6752,7115,7608,NaN,NaN,8990,NaN
758.0000,8220,8330,8227,6755,7120,7613,NaN,NaN,8995,NaN
759.0000,8225,8332,8228,6757,7123,7617,NaN,NaN,8995,NaN
760.0000,8228,8333,8232,6762,7127,7620,NaN,NaN,8995,NaN
761.0000,8230,8335,8233,6767,7130,7622,NaN,NaN,9000,NaN
762.0000,8233,8338,8237,6767,7135,7627,NaN,NaN,9000,NaN
763.0000,8235,8340,8238,6772,7137,7627,NaN,NaN,9000,NaN
764.0000,8240,8343,8242,6777,7140,7632,NaN,NaN,9000,NaN
765.0000,8240,8345,8243,6782,7145,7633,NaN,NaN,9005,NaN
766.0000,8245,8345,8247,6782,7150,7637,NaN,NaN,9005,NaN
767.0000,8245,8350,8247,6787,7152,7640,NaN,NaN,9005,NaN
768.0000,8250,8350,8250,6790,7155,7643,NaN,NaN,9010,NaN
769.0000,8250,8355,8252,6793,7160,7645,NaN,NaN,9010,NaN
770.0000,8255,8355,8255,6797,7163,7648,NaN,NaN,9010,NaN
771.0000,8255,8358,8257,6800,7167,7652,NaN,NaN,9015,NaN
772.0000,8260,8360,8260,6803,7170,7655,NaN,NaN,9015,NaN
